scope,outcome,n_regions,n_splits,mean_train_rho_cyc,mean_outcome,pearson_rho_cyc,pearson_p,spearman_rho_cyc,spearman_p,partial_beta_rho_cyc
group=expert;aspect=truthful,test_brier,20,1,0.03095797945561344,0.2017946991984887,0.4498620820941907,0.04657158758464215,0.27518796992481204,0.2402830280811375,-0.10779048365756004
group=expert;aspect=truthful,test_error_rate,20,1,0.03095797945561344,0.3118166291142047,0.5324030452120297,0.015666362676434033,0.30075187969924805,0.19757966317255538,-0.02120631433957036
group=expert;aspect=truthful,test_calibration_abs_error,20,1,0.03095797945561344,0.03703103747197134,-0.21635828685637354,0.35956211916204084,-0.31729323308270674,0.1728368864071423,-0.252547344105495
group=expert;aspect=truthful,test_pair_calibration_mae,20,1,0.03095797945561344,0.06747854540519801,-0.31470351101878774,0.17656339208040286,-0.3699248120300751,0.1084095615537755,-0.29622248486539543
group=expert;aspect=truthful,test_majority_edge_error,20,1,0.03095797945561344,0.1914840311062292,0.23388067971546012,0.3209767379877068,0.11729083353012441,0.6223861522358696,-0.16804945932085907
group=normal;aspect=harmless,test_log_loss,20,1,0.05999038873960011,0.5869920173379437,0.23333147515527017,0.3221470726670703,0.12781954887218044,0.5912462398946646,0.22625636789677228
group=normal;aspect=harmless,test_brier,20,1,0.05999038873960011,0.19902890475611065,0.24854719686198518,0.2906662098426024,0.12481203007518797,0.6000744184144979,0.24086289914764633
group=normal;aspect=harmless,test_error_rate,20,1,0.05999038873960011,0.2845559009895581,0.4165597278509191,0.06769464821516878,0.22105263157894736,0.3489737543021465,0.43132151252440015
group=normal;aspect=harmless,test_calibration_abs_error,20,1,0.05999038873960011,0.10184653144464342,-0.051930735930774935,0.8278705180871607,-0.22255639097744356,0.3456206337468547,-0.18278239622079756
group=normal;aspect=harmless,test_pair_calibration_mae,20,1,0.05999038873960011,0.18369317544502123,0.32471588795250766,0.1624547431379117,0.23308270676691725,0.32267802500462284,0.12423511083578913
group=normal;aspect=harmless,test_majority_edge_error,20,1,0.05999038873960011,0.19321563826329108,0.7114287187812669,0.000435916968113016,0.6154810491173784,0.003867374542942375,0.6774542764454589
group=normal;aspect=helpful,test_log_loss,20,1,0.005718228232905648,0.5626160771893387,0.20997156950472834,0.37425982520994805,-0.3278195488721804,0.1582438682640637,0.0793044449150312
group=normal;aspect=helpful,test_brier,20,1,0.005718228232905648,0.18914753360759975,0.21819360739299765,0.3554007052816364,-0.3413533834586466,0.1407646971603081,0.08682098039706429
group=normal;aspect=helpful,test_error_rate,20,1,0.005718228232905648,0.2782163565798403,0.3217715010314292,0.16652031222668567,-0.41353383458646614,0.06992073829262123,0.22819335717623535
group=normal;aspect=helpful,test_calibration_abs_error,20,1,0.005718228232905648,0.027060041164540544,-0.02692451574918478,0.9102867993596506,-0.11879699248120301,0.6178918280262935,-0.09336209731576925
group=normal;aspect=helpful,test_pair_calibration_mae,20,1,0.005718228232905648,0.03725636149163924,-0.1975060191215099,0.4039042502566738,-0.362406015037594,0.11634464918754708,-0.20712131129673633
group=normal;aspect=helpful,test_majority_edge_error,20,1,0.005718228232905648,0.05236580810908361,0.3799299578867742,0.0984670448030179,0.07636174600000241,0.748984520040342,0.6024890338813126
group=normal;aspect=overall,test_log_loss,20,1,0.005697304928044648,0.5585638638710033,0.15047034339381848,0.5265925154598798,-0.09323308270676692,0.6958288642370746,-0.15285108400447822
group=normal;aspect=overall,test_brier,20,1,0.005697304928044648,0.1874190990092195,0.1674083603872946,0.480518083393207,-0.10676691729323308,0.6541415450094847,-0.13599419457033787
group=normal;aspect=overall,test_error_rate,20,1,0.005697304928044648,0.2792637256680578,0.23414829879807114,0.3204073725236548,-0.20300751879699244,0.39066623935419653,-0.04074215679073632
group=normal;aspect=overall,test_calibration_abs_error,20,1,0.005697304928044648,0.0291525538523133,0.02208710683449936,0.9263586733165734,0.024060150375939848,0.9197997451459456,-0.06457190330812151
group=normal;aspect=overall,test_pair_calibration_mae,20,1,0.005697304928044648,0.03978351078245251,-0.5088533431635409,0.021947270300581224,-0.5849624060150376,0.006744771529507769,-0.5147683378287881
group=normal;aspect=overall,test_majority_edge_error,20,1,0.005697304928044648,0.04701820847370153,-0.04403628230660559,0.8537433206584834,-0.041121745133476766,0.8633331329654454,-0.07774778625777029
group=normal;aspect=truthful,test_log_loss,20,1,0.0510224043417456,0.611583599805204,0.29897216006602506,0.20037572422084926,0.2421052631578947,0.30375506301143457,0.2126504246453569
group=normal;aspect=truthful,test_brier,20,1,0.0510224043417456,0.21128343398958935,0.3064383292267145,0.1888211706814848,0.2421052631578947,0.30375506301143457,0.22014581145175224
group=normal;aspect=truthful,test_error_rate,20,1,0.0510224043417456,0.3283725378792998,0.4121195361246682,0.0709798249812133,0.33684210526315783,0.1464329432946607,0.33086853682378153
group=normal;aspect=truthful,test_calibration_abs_error,20,1,0.0510224043417456,0.050491534416053016,-0.11590974316212424,0.6265186163690791,-0.1744360902255639,0.4620108862392819,-0.13202260172311386
group=normal;aspect=truthful,test_pair_calibration_mae,20,1,0.0510224043417456,0.0813450616510218,0.4799100821736648,0.03223928211333242,0.4616541353383458,0.040457634341480975,0.4776536620052345
group=normal;aspect=truthful,test_majority_edge_error,20,1,0.0510224043417456,0.1675608184281835,0.33571718091383285,0.14787085130460048,0.2647759434566176,0.2592560002593273,0.2736480401381846
