scope,metric,route_top_rho_fraction,rho_threshold,pooled_value,all_group_head_value,routed_value,improvement_vs_pooled,all_group_head_improvement_vs_pooled
aggregate_region_rows,calibration_abs_error,0.5,0.012919717782433456,0.03582367322728799,0.037425194465709404,0.03651377529141135,-0.0006901020641233643,-0.0016015212384214161
aggregate_region_rows,calibration_abs_error,0.75,0.003612542522347723,0.03582367322728799,0.037425194465709404,0.03694838622956812,-0.0011247130022801338,-0.0016015212384214161
aggregate_region_rows,calibration_abs_error,1.0,-inf,0.03582367322728799,0.037425194465709404,0.037425194465709404,-0.0016015212384214161,-0.0016015212384214161
aggregate_region_rows,pair_calibration_mae,0.0,inf,0.05581627691435245,0.05653934720876156,0.05581627691435245,0.0,-0.0007230702944091075
aggregate_region_rows,pair_calibration_mae,0.1,0.07157569570152282,0.05581627691435245,0.05653934720876156,0.05596891590484706,-0.00015263899049460655,-0.0007230702944091075
aggregate_region_rows,pair_calibration_mae,0.25,0.03916864077865747,0.05581627691435245,0.05653934720876156,0.05610199467666301,-0.00028571776231055973,-0.0007230702944091075
aggregate_region_rows,pair_calibration_mae,0.5,0.012919717782433456,0.05581627691435245,0.05653934720876156,0.056356525343695694,-0.0005402484293432416,-0.0007230702944091075
aggregate_region_rows,pair_calibration_mae,0.75,0.003612542522347723,0.05581627691435245,0.05653934720876156,0.05647621085133754,-0.0006599339369850882,-0.0007230702944091075
aggregate_region_rows,pair_calibration_mae,1.0,-inf,0.05581627691435245,0.05653934720876156,0.05653934720876156,-0.0007230702944091075,-0.0007230702944091075
aggregate_region_rows,majority_edge_error,0.0,inf,0.08642558786342155,0.09120509215981847,0.08642558786342155,0.0,-0.004779504296396911
aggregate_region_rows,majority_edge_error,0.1,0.07157569570152282,0.08642558786342155,0.09120509215981847,0.08660989375452559,-0.0001843058911040335,-0.004779504296396911
aggregate_region_rows,majority_edge_error,0.25,0.03916864077865747,0.08642558786342155,0.09120509215981847,0.08679676059213254,-0.0003711727287109834,-0.004779504296396911
aggregate_region_rows,majority_edge_error,0.5,0.012919717782433456,0.08642558786342155,0.09120509215981847,0.08784308256555731,-0.0014174947021357576,-0.004779504296396911
aggregate_region_rows,majority_edge_error,0.75,0.003612542522347723,0.08642558786342155,0.09120509215981847,0.0902437081167226,-0.003818120253301041,-0.004779504296396911
