attribute,conditioning,threshold,score_delta,n_min,n_models,n_edges,gradient_energy,cyclic_residual_energy,total_energy,rho_cyc
choice_fluency,low_q25,72.0,10.0,25,18,43,75.2452710566431,16.42998835667659,91.67525941331974,0.1792194367577588
choice_fluency,low_q25,72.0,10.0,50,0,0,,,,
choice_fluency,low_q25,72.0,10.0,100,0,0,,,,
choice_factuality,high_q75,98.0,0.0,10,21,195,1192.3483723708023,177.00434298041455,1369.3527153512173,0.12926132251836644
choice_factuality,high_q75,98.0,0.0,25,20,104,672.8277334363456,84.43731229474282,757.265045731087,0.11150298402222493
choice_factuality,high_q75,98.0,0.0,50,2,1,20.54716981132074,2.6131017485446016e-30,20.547169811320753,1.271757508474416e-31
choice_factuality,high_q75,98.0,0.0,100,0,0,,,,
choice_factuality,high_q75,98.0,2.0,10,21,195,1183.8569265037202,178.4578077530753,1362.3147342567952,0.13099601969028996
choice_factuality,high_q75,98.0,2.0,25,20,98,641.4909893136967,83.82866278067593,725.3196520943756,0.11557478490844543
choice_factuality,high_q75,98.0,2.0,50,2,1,19.69230769230768,2.5637979419682884e-30,19.692307692307693,1.3019286424057714e-31
choice_factuality,high_q75,98.0,2.0,100,0,0,,,,
choice_factuality,high_q75,98.0,5.0,10,21,194,1172.3884741319512,175.27941597166762,1347.6678901036184,0.13006128383617635
choice_factuality,high_q75,98.0,5.0,25,20,88,611.0559640206229,73.77462309082378,684.8305871114461,0.10772682248612539
choice_factuality,high_q75,98.0,5.0,50,0,0,,,,
choice_factuality,high_q75,98.0,5.0,100,0,0,,,,
choice_factuality,high_q75,98.0,10.0,10,21,189,1145.20366227234,172.6244590915613,1317.8281213639016,0.1309916341084766
choice_factuality,high_q75,98.0,10.0,25,20,63,566.6106893440542,53.53078086383586,620.1414702078903,0.08632027276919686
choice_factuality,high_q75,98.0,10.0,50,0,0,,,,
choice_factuality,high_q75,98.0,10.0,100,0,0,,,,
choice_factuality,low_q25,68.0,0.0,10,21,207,348.0336289980486,157.57699057119237,505.61061956924084,0.31165680559763836
