rep,n_models,n_edges,eligible_triples,cyclic_triples,cycle_rate,weighted_cycle_intensity_sum,weighted_cycle_intensity_mean,gradient_energy,cyclic_residual_energy,total_energy,rho_cyc
152,20,84,139,13,0.09352517985611511,0.04233473690811652,0.0032565182237012705,483.85602054362914,88.949565627664,572.8055861712927,0.15528753171248644
153,21,90,161,13,0.08074534161490683,0.04140581722860394,0.003185062863738765,688.2934205017579,92.29030066065489,780.5837211624131,0.1182324178157597
154,21,72,88,3,0.03409090909090909,0.016467385873213808,0.005489128624404603,518.7691683142183,74.7010355050716,593.4702038192895,0.12587158550561017
155,20,84,133,6,0.045112781954887216,0.033896711524795016,0.005649451920799169,512.6412615405764,94.61508497684369,607.2563465174198,0.15580748644202033
156,20,78,109,5,0.045871559633027525,0.05019333665710564,0.010038667331421128,517.5499069096054,114.18702365865016,631.7369305682547,0.180750907748796
157,21,87,158,10,0.06329113924050633,0.05218824149969155,0.005218824149969155,627.094335073891,93.48668987158327,720.5810249454752,0.12973792902561818
158,20,81,137,6,0.043795620437956206,0.030166393269527733,0.0050277322115879555,489.43723692239934,93.90409740091843,583.3413343233162,0.1609762447398802
159,21,88,146,8,0.0547945205479452,0.09278440903210064,0.01159805112901258,750.7092864964735,119.77721902359842,870.4865055200714,0.13759801934211216
160,20,95,191,12,0.06282722513089005,0.06450707767324614,0.005375589806103844,591.8492166405281,112.1713585575359,704.0205751980639,0.15932965954294512
161,20,81,117,0,0.0,0.0,0.0,445.19877596246556,88.59294388540383,533.791719847869,0.16596912352003676
162,20,78,117,5,0.042735042735042736,0.023413581965865488,0.0046827163931730965,525.4868418930914,91.8823362458923,617.3691781389837,0.1488288361315108
163,20,93,174,3,0.017241379310344827,0.006355667060212515,0.0021185556867375052,690.7401584806224,88.96597881108029,779.7061372917029,0.11410193476237371
164,20,84,145,6,0.041379310344827586,0.029569555990402178,0.004928259331733695,551.5053069003114,97.90527767479347,649.4105845751045,0.15076021241454018
165,21,80,119,8,0.06722689075630252,0.03728152786718645,0.004660190983398306,539.8628545873091,94.24197188332488,634.1048264706344,0.14862206996257465
166,21,79,132,11,0.08333333333333333,0.0283166747234215,0.002574243156674682,606.054564429479,89.19795716888996,695.2525215983676,0.12829576937574588
167,20,68,77,6,0.07792207792207792,0.09332925230004326,0.015554875383340543,316.8064368249437,91.3813776450511,408.1878144699948,0.22387091041339352
168,21,73,105,4,0.0380952380952381,0.01607545161391315,0.004018862903478288,519.3463337394601,63.20181271131698,582.5481464507764,0.10849199863801705
169,20,83,142,3,0.02112676056338028,0.02369914036580703,0.007899713455269011,675.4685125486686,103.49096033493461,778.9594728836042,0.13285795209836124
170,19,66,77,0,0.0,0.0,0.0,500.8944506626956,65.46716410181892,566.3616147645143,0.11559251615072695
171,21,81,122,2,0.01639344262295082,0.0058366053044096675,0.0029183026522048338,521.592347761441,71.70120154214135,593.2935493035839,0.12085282509190469
